GENPROG,MARKUP,1,10,BASELINE,1,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_1'),3948,,,,,,,,,,,
GENPROG,MARKUP,1,10,FAULT_LOCALIZATION,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_1'),3948,,,,,,,,,,,
GENPROG,MARKUP,1,10,FAULT_LOCALIZATION,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_1'),3948,,,,,,,,,,,
GENPROG,MARKUP,1,10,FAULT_LOCALIZATION,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_1'),3948,,,,,,,,,,,
GENPROG,MARKUP,1,10,FAULT_LOCALIZATION,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_1'),3948,,,,,,,,,,,
GENPROG,MARKUP,1,10,VALIDATION,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_1'),3948,,,,,,,,,,,
GENPROG,MARKUP,1,10,VALIDATION,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_1'),3948,,,,,,,,,,,
GENPROG,MARKUP,1,10,VALIDATION,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_1'),3948,,,,,,,,,,,
GENPROG,MARKUP,1,10,VALIDATION,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_1'),3948,,,,,,,,,,,
GENPROG,MARKUP,1,10,COMPLETE,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_1'),3948,,,,,,,,,,,
GENPROG,MARKUP,1,10,COMPLETE,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_1'),3948,,,,,,,,,,,
GENPROG,MARKUP,1,10,COMPLETE,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_1'),3948,,,,,,,,,,,
GENPROG,MARKUP,1,10,COMPLETE,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_1'),3948,,,,,,,,,,,
GENPROG,MARKUP,2,10,BASELINE,1,1,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_2'),3948,,,,,,,,,,,
GENPROG,MARKUP,2,10,BASELINE,1,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_2'),3948,,,,,,,,,,,
GENPROG,MARKUP,2,10,FAULT_LOCALIZATION,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_2'),3948,,,,,,,,,,,
GENPROG,MARKUP,2,10,FAULT_LOCALIZATION,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_2'),3948,,,,,,,,,,,
GENPROG,MARKUP,2,10,FAULT_LOCALIZATION,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_2'),3948,,,,,,,,,,,
GENPROG,MARKUP,2,10,FAULT_LOCALIZATION,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_2'),3948,,,,,,,,,,,
GENPROG,MARKUP,2,10,VALIDATION,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_2'),3948,,,,,,,,,,,
GENPROG,MARKUP,2,10,VALIDATION,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_2'),3948,,,,,,,,,,,
GENPROG,MARKUP,2,10,VALIDATION,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_2'),3948,,,,,,,,,,,
GENPROG,MARKUP,2,10,VALIDATION,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_2'),3948,,,,,,,,,,,
GENPROG,MARKUP,2,10,COMPLETE,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_2'),3948,,,,,,,,,,,
GENPROG,MARKUP,2,10,COMPLETE,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_2'),3948,,,,,,,,,,,
GENPROG,MARKUP,2,10,COMPLETE,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G4/experiments/evaluation_pipeline/tmp/markup_2'),3948,,,,,,,,,,,
PyGenProg,markup,2,10,sequential,C,50,50,0,0,100,100,2.987957000732422,337.9900040626526,49.3289954662323,0.4109090909090909,0.45454545454545453,0.4,0.4255319148936171,0.46,6,10
