GENPROG,EXPRESSION,1,10,COMPLETE,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/expression_1'),1714,,,,,,,,,,,
GENPROG,MARKUP,1,10,BASELINE,1,1,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_1'),1714,,,,,,,,,,,
GENPROG,MARKUP,1,10,BASELINE,1,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_1'),1714,,,,,,,,,,,
GENPROG,MARKUP,1,10,FAULT_LOCALIZATION,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_1'),1714,,,,,,,,,,,
GENPROG,MARKUP,1,10,FAULT_LOCALIZATION,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_1'),1714,,,,,,,,,,,
GENPROG,MARKUP,1,10,FAULT_LOCALIZATION,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_1'),1714,,,,,,,,,,,
GENPROG,MARKUP,1,10,FAULT_LOCALIZATION,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_1'),1714,,,,,,,,,,,
GENPROG,MARKUP,1,10,VALIDATION,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_1'),1714,,,,,,,,,,,
GENPROG,MARKUP,1,10,VALIDATION,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_1'),1714,,,,,,,,,,,
GENPROG,MARKUP,1,10,VALIDATION,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_1'),1714,,,,,,,,,,,
GENPROG,MARKUP,1,10,VALIDATION,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_1'),1714,,,,,,,,,,,
GENPROG,MARKUP,1,10,COMPLETE,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_1'),1714,,,,,,,,,,,
GENPROG,MARKUP,1,10,COMPLETE,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_1'),1714,,,,,,,,,,,
GENPROG,MARKUP,1,10,COMPLETE,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_1'),1714,,,,,,,,,,,
GENPROG,MARKUP,1,10,COMPLETE,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_1'),1714,,,,,,,,,,,
GENPROG,MARKUP,2,10,BASELINE,1,1,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_2'),1714,,,,,,,,,,,
GENPROG,MARKUP,2,10,BASELINE,1,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_2'),1714,,,,,,,,,,,
GENPROG,MARKUP,2,10,FAULT_LOCALIZATION,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_2'),1714,,,,,,,,,,,
GENPROG,MARKUP,2,10,FAULT_LOCALIZATION,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_2'),1714,,,,,,,,,,,
GENPROG,MARKUP,2,10,FAULT_LOCALIZATION,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_2'),1714,,,,,,,,,,,
GENPROG,MARKUP,2,10,FAULT_LOCALIZATION,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_2'),1714,,,,,,,,,,,
GENPROG,MARKUP,2,10,VALIDATION,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_2'),1714,,,,,,,,,,,
GENPROG,MARKUP,2,10,VALIDATION,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_2'),1714,,,,,,,,,,,
GENPROG,MARKUP,2,10,VALIDATION,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_2'),1714,,,,,,,,,,,
GENPROG,MARKUP,2,10,VALIDATION,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_2'),1714,,,,,,,,,,,
GENPROG,MARKUP,2,10,COMPLETE,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_2'),1714,,,,,,,,,,,
GENPROG,MARKUP,2,10,COMPLETE,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_2'),1714,,,,,,,,,,,
GENPROG,MARKUP,2,10,COMPLETE,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_2'),1714,,,,,,,,,,,
GENPROG,MARKUP,2,10,COMPLETE,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G3/experiments/evaluation_pipeline/tmp/markup_2'),1714,,,,,,,,,,,
