GENPROG,MARKUP,1,10,FAULT_LOCALIZATION,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G6/experiments/evaluation_pipeline/tmp/markup_1'),7906,,,,,,,,,,,
GENPROG,MARKUP,1,10,FAULT_LOCALIZATION,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G6/experiments/evaluation_pipeline/tmp/markup_1'),7906,,,,,,,,,,,
GENPROG,MARKUP,1,10,VALIDATION,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G6/experiments/evaluation_pipeline/tmp/markup_1'),7906,,,,,,,,,,,
GENPROG,MARKUP,1,10,VALIDATION,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G6/experiments/evaluation_pipeline/tmp/markup_1'),7906,,,,,,,,,,,
GENPROG,MARKUP,1,10,VALIDATION,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G6/experiments/evaluation_pipeline/tmp/markup_1'),7906,,,,,,,,,,,
GENPROG,MARKUP,1,10,VALIDATION,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G6/experiments/evaluation_pipeline/tmp/markup_1'),7906,,,,,,,,,,,
GENPROG,MARKUP,1,10,COMPLETE,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G6/experiments/evaluation_pipeline/tmp/markup_1'),7906,,,,,,,,,,,
GENPROG,MARKUP,1,10,COMPLETE,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G6/experiments/evaluation_pipeline/tmp/markup_1'),7906,,,,,,,,,,,
GENPROG,MARKUP,1,10,COMPLETE,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G6/experiments/evaluation_pipeline/tmp/markup_1'),7906,,,,,,,,,,,
GENPROG,MARKUP,1,10,COMPLETE,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G6/experiments/evaluation_pipeline/tmp/markup_1'),7906,,,,,,,,,,,
GENPROG,MARKUP,2,10,BASELINE,1,1,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G6/experiments/evaluation_pipeline/tmp/markup_2'),7906,,,,,,,,,,,
GENPROG,MARKUP,2,10,BASELINE,1,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G6/experiments/evaluation_pipeline/tmp/markup_2'),7906,,,,,,,,,,,
GENPROG,MARKUP,2,10,FAULT_LOCALIZATION,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G6/experiments/evaluation_pipeline/tmp/markup_2'),7906,,,,,,,,,,,
GENPROG,MARKUP,2,10,FAULT_LOCALIZATION,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G6/experiments/evaluation_pipeline/tmp/markup_2'),7906,,,,,,,,,,,
GENPROG,MARKUP,2,10,FAULT_LOCALIZATION,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G6/experiments/evaluation_pipeline/tmp/markup_2'),7906,,,,,,,,,,,
GENPROG,MARKUP,2,10,FAULT_LOCALIZATION,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G6/experiments/evaluation_pipeline/tmp/markup_2'),7906,,,,,,,,,,,
GENPROG,MARKUP,2,10,VALIDATION,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G6/experiments/evaluation_pipeline/tmp/markup_2'),7906,,,,,,,,,,,
GENPROG,MARKUP,2,10,VALIDATION,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G6/experiments/evaluation_pipeline/tmp/markup_2'),7906,,,,,,,,,,,
GENPROG,MARKUP,2,10,VALIDATION,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G6/experiments/evaluation_pipeline/tmp/markup_2'),7906,,,,,,,,,,,
PyGenProg,markup,2,10,sequential,V,50,50,1,10,11,100,2.468108654022217,324.8780725002289,42.43009161949158,0.7072727272727273,0.9714285714285714,0.68,0.8,0.83,3,10
PyGenProg,markup,2,10,sequential,C,5,5,0,0,10,10,2.1117055416107178,227.6374146938324,41.94711518287659,0.6909090909090909,1.0,0.66,0.7951807228915663,0.83,1,10
PyGenProg,markup,2,10,sequential,C,10,10,0,0,20,20,2.054177761077881,241.57691264152527,38.67701172828674,0.6909090909090909,1.0,0.66,0.7951807228915663,0.83,3,10
PyGenProg,markup,2,10,sequential,C,30,30,0,0,60,60,2.073204755783081,253.43359804153442,53.02445650100708,0.44727272727272727,0.4782608695652174,0.44,0.4583333333333333,0.48,3,10
PyGenProg,markup,2,10,sequential,C,50,50,0,0,100,100,2.064608335494995,368.10761976242065,44.84866738319397,0.6909090909090909,1.0,0.66,0.7951807228915663,0.83,26,10
