GENPROG,EXPRESSION,1,10,COMPLETE,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/expression_1'),5233,,,,,,,,,,,
GENPROG,EXPRESSION,1,10,COMPLETE,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/expression_1'),5233,,,,,,,,,,,
GENPROG,EXPRESSION,1,10,COMPLETE,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/expression_1'),5233,,,,,,,,,,,
GENPROG,EXPRESSION,1,10,COMPLETE,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/expression_1'),5233,,,,,,,,,,,
GENPROG,MARKUP,1,10,BASELINE,1,1,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/markup_1'),5233,,,,,,,,,,,
GENPROG,MARKUP,1,10,BASELINE,1,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/markup_1'),5233,,,,,,,,,,,
GENPROG,MARKUP,1,10,FAULT_LOCALIZATION,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/markup_1'),5233,,,,,,,,,,,
GENPROG,MARKUP,1,10,FAULT_LOCALIZATION,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/markup_1'),5233,,,,,,,,,,,
GENPROG,MARKUP,1,10,FAULT_LOCALIZATION,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/markup_1'),5233,,,,,,,,,,,
GENPROG,MARKUP,1,10,FAULT_LOCALIZATION,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/markup_1'),5233,,,,,,,,,,,
GENPROG,MARKUP,1,10,VALIDATION,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/markup_1'),5233,,,,,,,,,,,
GENPROG,MARKUP,1,10,VALIDATION,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/markup_1'),5233,,,,,,,,,,,
GENPROG,MARKUP,1,10,VALIDATION,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/markup_1'),5233,,,,,,,,,,,
GENPROG,MARKUP,1,10,VALIDATION,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/markup_1'),5233,,,,,,,,,,,
GENPROG,MARKUP,1,10,COMPLETE,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/markup_1'),5233,,,,,,,,,,,
GENPROG,MARKUP,1,10,COMPLETE,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/markup_1'),5233,,,,,,,,,,,
GENPROG,MARKUP,1,10,COMPLETE,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/markup_1'),5233,,,,,,,,,,,
GENPROG,MARKUP,1,10,COMPLETE,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/markup_1'),5233,,,,,,,,,,,
GENPROG,MARKUP,2,10,BASELINE,1,1,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/markup_2'),5233,,,,,,,,,,,
GENPROG,MARKUP,2,10,BASELINE,1,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/markup_2'),5233,,,,,,,,,,,
GENPROG,MARKUP,2,10,FAULT_LOCALIZATION,5,5,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/markup_2'),5233,,,,,,,,,,,
GENPROG,MARKUP,2,10,FAULT_LOCALIZATION,10,10,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/markup_2'),5233,,,,,,,,,,,
GENPROG,MARKUP,2,10,FAULT_LOCALIZATION,30,30,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/markup_2'),5233,,,,,,,,,,,
GENPROG,MARKUP,2,10,FAULT_LOCALIZATION,50,50,FileNotFoundError,[Errno 2] No such file or directory: PosixPath('/vol/fob-vol7/mi21/linkemar/Evaluierung/AvicennaAPR_G5/experiments/evaluation_pipeline/tmp/markup_2'),5233,,,,,,,,,,,
PyGenProg,markup,2,10,sequential,V,5,5,1,10,11,10,9.642973184585571,313.9026470184326,52.21791934967041,0.6909090909090909,1.0,0.66,0.7951807228915663,0.83,1,10
PyGenProg,markup,2,10,sequential,V,10,10,1,10,11,20,3.5600409507751465,303.14515376091003,81.99284601211548,0.44727272727272727,0.4782608695652174,0.44,0.4583333333333333,0.48,26,10
PyGenProg,markup,2,10,sequential,V,30,30,1,10,11,60,3.071593999862671,410.0861577987671,44.56620168685913,0.6909090909090909,1.0,0.66,0.7951807228915663,0.83,2,10
PyGenProg,markup,2,10,sequential,V,50,50,1,10,11,100,3.428147792816162,330.2211275100708,55.410563945770264,0.44727272727272727,0.4782608695652174,0.44,0.4583333333333333,0.48,7,10
PyGenProg,markup,2,10,sequential,C,5,5,0,0,10,10,2.1028895378112793,226.92328667640686,68.62600469589233,0.44727272727272727,0.4782608695652174,0.44,0.4583333333333333,0.48,4,10
PyGenProg,markup,2,10,sequential,C,10,10,0,0,20,20,2.3252029418945312,344.68985509872437,52.3483989238739,0.6909090909090909,1.0,0.66,0.7951807228915663,0.83,11,10
PyGenProg,markup,2,10,sequential,C,30,30,0,0,60,60,2.1934776306152344,287.71026945114136,43.87726163864136,0.12545454545454546,0.1388888888888889,0.1,0.11627906976744186,0.24,1,10
PyGenProg,markup,2,10,sequential,C,50,50,0,0,100,100,2.458374500274658,330.3512108325958,37.489166021347046,0.4109090909090909,0.45454545454545453,0.4,0.4255319148936171,0.46,1,10
